Primary Key,Structure
Hanson2016_270,Baths
Hanson2016_270,Baths
Hanson2016_270,Baths
Hanson2016_270,Gymnasium
Hanson2016_270,Odeum
Hanson2016_270,Stadium
Hanson2016_270,Stoa
Hanson2016_270,Temple of Aphrodite Pandemos and Pontia
Hanson2016_270,Temple of Asclepius
Hanson2016_270,Theatre
Hanson2016_270,Theatre (Roman)
Hanson2016_270,Urban grid
Hanson2016_270,Walls
Hanson2016_270,Walls
Hanson2016_271,Acropolis
Hanson2016_271,Stoa
Hanson2016_271,Temple of Aphrodite or Isis
Hanson2016_271,Theatre
Hanson2016_271,Unidentified public building
Hanson2016_271,Walls
Hanson2016_272,Acropolis
Hanson2016_272,Theatre
Hanson2016_272,Walls?
Hanson2016_273,Acropolis
Hanson2016_273,Agora
Hanson2016_273,Amphitheatre
Hanson2016_273,Aqueduct
Hanson2016_273,Prytaneum
Hanson2016_273,Stoa
Hanson2016_273,Temple of Hadrian
Hanson2016_273,Temple of Zeus
Hanson2016_273,Theatre
Hanson2016_273,Walls
Hanson2016_274,Agora?
Hanson2016_274,Urban grid
Hanson2016_275,Acropolis
Hanson2016_275,Agora?
Hanson2016_275,Urban grid
Hanson2016_275,Walls
Hanson2016_276,Agora (Lower)
Hanson2016_276,Agora (Upper)
Hanson2016_276,Aqueduct
Hanson2016_276,Aqueduct
Hanson2016_276,Aqueduct
Hanson2016_276,Aqueduct
Hanson2016_276,Arch
Hanson2016_276,Basilica
Hanson2016_276,Baths (Harbour)
Hanson2016_276,Baths (Theatre)
Hanson2016_276,Baths of Scholastikia
Hanson2016_276,Baths of Varius
Hanson2016_276,Baths of Vedius
Hanson2016_276,Bouleuterion
Hanson2016_276,Chalcidium
Hanson2016_276,Fountain (Hydreion)
Hanson2016_276,Gymnasium (East)
Hanson2016_276,Gymnasium (Harbour)
Hanson2016_276,Harbour
Hanson2016_276,Heroon
Hanson2016_276,Library of Celsus
Hanson2016_276,Nymphaeum
Hanson2016_276,Nymphaeum of Trajan (Hydrekdochion)
Hanson2016_276,Odeum
Hanson2016_276,Propylon
Hanson2016_276,Prytaneum
Hanson2016_276,Sanctuary of Artemis
Hanson2016_276,Sanctuary of Hestia Boulaia
Hanson2016_276,Sanctuary of Olympian Zeus
Hanson2016_276,Sanctuary of the Mother Goddess
Hanson2016_276,Stadium
Hanson2016_276,Stoa
Hanson2016_276,Temple of Caesar
Hanson2016_276,Temple of Domitian
Hanson2016_276,Temple of Hadrian
Hanson2016_276,Temple of Isis and Serapis
Hanson2016_276,Theatre
Hanson2016_276,Theatre
Hanson2016_276,Unidentified public building ('Nymphaeum')
Hanson2016_276,Urban grid
Hanson2016_276,Walls
Hanson2016_276,Walls (Byzantine)
Hanson2016_276,Walls (Lysimachean)
Hanson2016_277,Acropolis
Hanson2016_277,Aqueduct
Hanson2016_277,Nymphaeum?
Hanson2016_277,Prytaneum
Hanson2016_277,Stoa
Hanson2016_277,Temple of Hercules
Hanson2016_277,Theatre
Hanson2016_277,Walls
Hanson2016_278,Acropolis
Hanson2016_278,Theatre
Hanson2016_278,Walls
Hanson2016_279,Agora
Hanson2016_279,Baths
Hanson2016_279,Stoa
Hanson2016_279,Temple of Zeus Lepsynos
Hanson2016_279,Theatre
Hanson2016_279,Walls
Hanson2016_280,Acropolis
Hanson2016_280,Agora
Hanson2016_280,Colonnaded streets
Hanson2016_280,Fountain of Salmakis
Hanson2016_280,Gymnasium
Hanson2016_280,Harbour
Hanson2016_280,Prytaneum
Hanson2016_280,Stoa
Hanson2016_280,Stoa
Hanson2016_280,Temple of Aphrodite and Hermes
Hanson2016_280,Temple of Ares or Mars
Hanson2016_280,Theatre
Hanson2016_280,Tripylon
Hanson2016_280,Urban grid
Hanson2016_280,Walls
Hanson2016_281,Theatre
Hanson2016_282,Agora
Hanson2016_282,Baths
Hanson2016_282,Bouleuterion
Hanson2016_282,Gymnasium
Hanson2016_282,Nymphaeum
Hanson2016_282,Temple
Hanson2016_282,Temple
Hanson2016_282,Temple
Hanson2016_282,Temple of Athena Latmia
Hanson2016_282,Temple of Endymion
Hanson2016_282,Theatre
Hanson2016_282,Urban grid
Hanson2016_282,Walls
Hanson2016_282,Walls
Hanson2016_283,Stadium
Hanson2016_283,Temple
Hanson2016_283,Walls
Hanson2016_284,Acropolis
Hanson2016_284,Agora (Civil)
Hanson2016_284,Agora (Commercial)
Hanson2016_284,Baths
Hanson2016_284,Baths (Large)
Hanson2016_284,Gymnasium
Hanson2016_284,Nymphaeum
Hanson2016_284,Nymphaeum of the Tritons
Hanson2016_284,Sanctuary of Apollo
Hanson2016_284,Shrine of Pluto (Plutonium)
Hanson2016_284,Theatre
Hanson2016_284,Theatre (Greek)
Hanson2016_284,Urban grid
Hanson2016_284,Walls
Hanson2016_285,Agora
Hanson2016_285,Stoa
Hanson2016_285,Stoa
Hanson2016_285,Theatre
Hanson2016_285,Walls
Hanson2016_286,Agora
Hanson2016_286,Theatre
Hanson2016_286,Walls
Hanson2016_287,Acropolis
Hanson2016_287,Agora
Hanson2016_287,Aqueduct
Hanson2016_287,Baths
Hanson2016_287,Bouleuterion
Hanson2016_287,Gymnasium
Hanson2016_287,Harbour (East)
Hanson2016_287,Harbour (West)
Hanson2016_287,Nymphaeum
Hanson2016_287,Propylon
Hanson2016_287,Prytaneum
Hanson2016_287,Sanctuary of Artemis Astiades
Hanson2016_287,Sanctuary of Zeus Megistos
Hanson2016_287,Theatre
Hanson2016_287,Tripylon
Hanson2016_287,Unidentified public building
Hanson2016_287,Walls
Hanson2016_287,Walls
Hanson2016_288,Acropolis (Pergamum)
Hanson2016_288,Agora
Hanson2016_288,Dikasterion
Hanson2016_288,Palaestra
Hanson2016_288,Prytaneum
Hanson2016_288,Temple (Doric)
Hanson2016_288,Temple of Athena
Hanson2016_288,Theatre A
Hanson2016_288,Theatre B (Bouleuterion)
Hanson2016_288,Theatre C (Odeum)
Hanson2016_288,Urban grid
Hanson2016_288,Walls
Hanson2016_289,Bouleuterion?
Hanson2016_289,Walls
Hanson2016_290,Agora (South)
Hanson2016_290,Agora (West)
Hanson2016_290,Aqueduct
Hanson2016_290,Aqueduct
Hanson2016_290,Baths
Hanson2016_290,Baths (Gymnasium)
Hanson2016_290,Bouleuterion?
Hanson2016_290,Gymnasium
Hanson2016_290,Nymphaeum
Hanson2016_290,Odeum
Hanson2016_290,Stadium
Hanson2016_290,Theatre (Greek)
Hanson2016_290,Theatre (Roman)
Hanson2016_290,Urban grid
Hanson2016_290,Walls
Hanson2016_291,Acropolis
Hanson2016_291,Agora
Hanson2016_291,Aqueduct
Hanson2016_291,Stoa
Hanson2016_291,Stoa
Hanson2016_291,Temple
Hanson2016_291,Temple
Hanson2016_291,Urban grid
Hanson2016_291,Walls
Hanson2016_292,Acropolis
Hanson2016_292,Baths
Hanson2016_292,Harbour (East)
Hanson2016_292,Harbour (West)
Hanson2016_292,Theatre
Hanson2016_292,Walls
Hanson2016_293,Acropolis
Hanson2016_293,Temple of Apollo
Hanson2016_293,Temple of Athena Lindia
Hanson2016_293,Temple of Hercules
Hanson2016_293,Theatre
Hanson2016_293,Walls
Hanson2016_294,Agora
Hanson2016_294,Aqueduct
Hanson2016_294,Basilica
Hanson2016_294,Bouleuterion
Hanson2016_294,Gymnasium
Hanson2016_294,Odeum
Hanson2016_294,Stadium
Hanson2016_294,Stoa
Hanson2016_294,Stoa
Hanson2016_294,Temple of Artemis Leucophryene
Hanson2016_294,Temple of Dindymene
Hanson2016_294,Theatre (Large)
Hanson2016_294,Theatre (Small)
Hanson2016_294,Unidentified public building
Hanson2016_294,Urban grid
Hanson2016_294,Walls
Hanson2016_295,Theatre
Hanson2016_295,Walls
Hanson2016_296,Harbour
Hanson2016_296,Temple
Hanson2016_296,Temple
Hanson2016_296,Theatre
Hanson2016_296,Walls
Hanson2016_297,Acropolis
Hanson2016_297,Baths
Hanson2016_297,Bouleuterion
Hanson2016_297,Gymnasium
Hanson2016_297,Stoa
Hanson2016_297,Temple of Ares
Hanson2016_297,Temple of Hera
Hanson2016_297,Temple of the Twelve Gods
Hanson2016_297,Temple of Zeus Kresimos
Hanson2016_297,Theatre
Hanson2016_297,Walls
Hanson2016_298,Acropolis
Hanson2016_298,Agora (North)
Hanson2016_298,Agora (South)
Hanson2016_298,Agora (West)
Hanson2016_298,Aqueduct
Hanson2016_298,Aqueduct
Hanson2016_298,Baths of Capito
Hanson2016_298,Baths of Faustina
Hanson2016_298,Bouleuterion
Hanson2016_298,Gymnasium
Hanson2016_298,Harbour
Hanson2016_298,Harbour
Hanson2016_298,Harbour
Hanson2016_298,Harbour
Hanson2016_298,Harbour
Hanson2016_298,Market (North)
Hanson2016_298,Market (South)
Hanson2016_298,Market (West)
Hanson2016_298,Nymphaeum
Hanson2016_298,Stadium
Hanson2016_298,Temple of Apollo (Delphinion)
Hanson2016_298,Temple of Athena
Hanson2016_298,Temple of Roma
Hanson2016_298,Temple of Serapis
Hanson2016_298,Theatre
Hanson2016_298,Urban grid
Hanson2016_298,Walls (Archaic)
Hanson2016_298,Walls (Classical)
Hanson2016_298,Walls of Justinian
Hanson2016_299,Acropolis
Hanson2016_299,Aqueduct
Hanson2016_299,Gymnasium
Hanson2016_299,Palaestra
Hanson2016_299,Stoa
Hanson2016_299,Stoa
Hanson2016_299,Temple of Isis and Osiris
Hanson2016_299,Temple of Rome and Augustus
Hanson2016_299,Temple of Sabazios
Hanson2016_299,Temple of Zeus Karios?
Hanson2016_299,Temple of Zeus Labraundos or Stratios
Hanson2016_299,Temple of Zeus Osogos
Hanson2016_299,Theatre
Hanson2016_299,Walls
Hanson2016_300,Harbour
Hanson2016_300,Stadium
Hanson2016_300,Temple
Hanson2016_300,Temple
Hanson2016_300,Theatre
Hanson2016_300,Urban grid
Hanson2016_300,Walls
Hanson2016_301,Acropolis
Hanson2016_301,Harbour
Hanson2016_301,Theatre
Hanson2016_301,Walls
Hanson2016_301,Walls
Hanson2016_302,Acropolis
Hanson2016_302,Agora
Hanson2016_302,Aqueduct
Hanson2016_302,Harbour
Hanson2016_302,Prytaneum
Hanson2016_302,Stoa
Hanson2016_302,Theatre
Hanson2016_302,Urban grid
Hanson2016_302,Walls
Hanson2016_302,Walls
Hanson2016_303,Agora
Hanson2016_303,Baths
Hanson2016_303,Baths?
Hanson2016_303,Bouleuterion
Hanson2016_303,Bridge
Hanson2016_303,Bridge
Hanson2016_303,Bridge
Hanson2016_303,Gerontikon
Hanson2016_303,Gymnasium
Hanson2016_303,Library
Hanson2016_303,Stadium
Hanson2016_303,Temple ('capitolium')
Hanson2016_303,Theatre
Hanson2016_303,Walls
Hanson2016_304,Aqueduct
Hanson2016_304,Theatre
Hanson2016_304,Walls
Hanson2016_305,Agora (Lower)
Hanson2016_305,Agora (Upper)
Hanson2016_305,Amphitheatre
Hanson2016_305,Baths (Roman)
Hanson2016_305,Bridge (Hellenistic)
Hanson2016_305,Bridge (Roman)
Hanson2016_305,Colonnaded streets
Hanson2016_305,Forum
Hanson2016_305,Fountain
Hanson2016_305,Fountain (Sanctuary of Asclepius)
Hanson2016_305,Gymnasium (Lower)
Hanson2016_305,Gymnasium (Middle)
Hanson2016_305,Gymnasium (Upper)
Hanson2016_305,Heroon of Pergamene Kings?
Hanson2016_305,Library
Hanson2016_305,Library of Flavia Melitene
Hanson2016_305,Odeum (Heroon of Diodorus Pasparus)
Hanson2016_305,Odeum (Upper Gymnasium)
Hanson2016_305,Palaestra
Hanson2016_305,Propylon
Hanson2016_305,Propylon
Hanson2016_305,Propylon (of A. Claudius Charax)
Hanson2016_305,Propylon (of Apollonis)
Hanson2016_305,Prytaneum
Hanson2016_305,Sanctuary of Asclepius Soter
Hanson2016_305,Sanctuary of Athena
Hanson2016_305,Sanctuary of Demeter and Kore
Hanson2016_305,Sanctuary of Hera Basileia
Hanson2016_305,Stadium
Hanson2016_305,Stoa
Hanson2016_305,Stoa
Hanson2016_305,Stoa
Hanson2016_305,Stoa (North)
Hanson2016_305,Stoa (Sanctuary of Asclepius)
Hanson2016_305,Stoa (South)
Hanson2016_305,Temple
Hanson2016_305,Temple of Dionysus
Hanson2016_305,Temple of Hercules
Hanson2016_305,Temple of Serapis
Hanson2016_305,Temple of Telesphorus
Hanson2016_305,"Temple of Zeus Asklepios, Trajan, and Hadrian"
Hanson2016_305,Terrace of the Great Altar
Hanson2016_305,Theatre (Acropolis)
Hanson2016_305,Theatre (Roman)
Hanson2016_305,Theatre-sanctuary (Sanctuary of Asclepius)
Hanson2016_305,Theatre-sanctuary (Sanctuary of Demeter)
Hanson2016_305,Unidentified public building (Round Building)
Hanson2016_305,Walls
Hanson2016_305,Walls (Greek)
Hanson2016_305,Walls (Hellenistic)
Hanson2016_306,Acropolis
Hanson2016_306,Arch
Hanson2016_306,Baths
Hanson2016_306,Temple
Hanson2016_306,Temple of Cybele / Magna Mater
Hanson2016_306,Temple of the imperial cult
Hanson2016_306,Theatre
Hanson2016_306,Theatre-sanctuary
Hanson2016_307,Acropolis
Hanson2016_307,Gymnasium
Hanson2016_307,Stadium
Hanson2016_307,Theatre
Hanson2016_307,Walls
Hanson2016_308,Temple of Athena?
Hanson2016_308,Theatre
Hanson2016_308,Walls
Hanson2016_309,Agora
Hanson2016_309,Bouleuterion?
Hanson2016_309,Gymnasium
Hanson2016_309,Harbour
Hanson2016_309,Harbour
Hanson2016_309,Harbour
Hanson2016_309,Harbour
Hanson2016_309,Odeum
Hanson2016_309,Prytaneum
Hanson2016_309,Shrine of Dionysus
Hanson2016_309,Stadium
Hanson2016_309,Temple of Aphrodite
Hanson2016_309,Temple of Apollo Pythias
Hanson2016_309,Temple of Helios
Hanson2016_309,Theatre
Hanson2016_309,Urban grid
Hanson2016_309,Walls
Hanson2016_310,Stadium
Hanson2016_311,Acropolis
Hanson2016_311,Agora
Hanson2016_311,Baths
Hanson2016_311,Bouleuterion
Hanson2016_311,Bouleuterion
Hanson2016_311,Harbour
Hanson2016_311,Odeum
Hanson2016_311,Theatre
Hanson2016_311,Walls
Hanson2016_311,Walls
Hanson2016_312,Acropolis
Hanson2016_312,Agora?
Hanson2016_312,Basilica
Hanson2016_312,Basilica
Hanson2016_312,Baths
Hanson2016_312,Baths (Extramural)
Hanson2016_312,Colonnaded streets
Hanson2016_312,Gymnasium
Hanson2016_312,Odeum
Hanson2016_312,Palaestra
Hanson2016_312,Stadium
Hanson2016_312,Temple of Artemis
Hanson2016_312,Theatre
Hanson2016_312,Urban grid
Hanson2016_312,Walls
Hanson2016_312,Walls
Hanson2016_313,Aqueduct
Hanson2016_313,Fort
Hanson2016_313,Walls
Hanson2016_313,Walls
Hanson2016_315,Acropolis
Hanson2016_315,Agora
Hanson2016_315,Agora
Hanson2016_315,Aqueduct?
Hanson2016_315,Bouleuterion?
Hanson2016_315,Gymnasium
Hanson2016_315,Harbour
Hanson2016_315,Market
Hanson2016_315,Odeum
Hanson2016_315,Stadium
Hanson2016_315,Stoa
Hanson2016_315,Stoa
Hanson2016_315,Temple ('capitolium')
Hanson2016_315,Temple of Athena
Hanson2016_315,Temple of the Mother Goddess
Hanson2016_315,Temple of Zeus Akraios
Hanson2016_315,Theatre
Hanson2016_315,Walls
Hanson2016_315,Walls
Hanson2016_315,Walls
Hanson2016_315,Walls
Hanson2016_315,Walls
Hanson2016_316,Agora
Hanson2016_316,Gymnasium
Hanson2016_316,Odeum
Hanson2016_316,Theatre
Hanson2016_316,Walls
Hanson2016_318,Acropolis
Hanson2016_318,Agora?
Hanson2016_318,Aqueduct
Hanson2016_318,Gymnasium
Hanson2016_318,Harbour
Hanson2016_318,Odeum
Hanson2016_318,Temple ('capitolium')
Hanson2016_318,Temple of Dionysus
Hanson2016_318,Theatre
Hanson2016_318,Unidentified public building
Hanson2016_318,Urban grid?
Hanson2016_318,Walls
Hanson2016_318,Walls
Hanson2016_319,Acropolis
Hanson2016_319,Stadium?
Hanson2016_319,Walls
Hanson2016_320,Acropolis
Hanson2016_320,Stoa
Hanson2016_320,Temple
Hanson2016_320,Walls
Hanson2016_321,Acropolis
Hanson2016_321,Agora
Hanson2016_321,Ekklesiasterion
Hanson2016_321,Gymnasium
Hanson2016_321,Stadium
Hanson2016_321,Theatre
Hanson2016_323,Aqueduct
Hanson2016_323,Baths
Hanson2016_323,Forum
Hanson2016_323,Temple
Hanson2016_323,Theatre
Hanson2016_323,Urban grid?
Hanson2016_324,Bridge
Hanson2016_326,Amphitheatre
Hanson2016_326,Forum
Hanson2016_326,Temple
Hanson2016_326,Urban grid
Hanson2016_326,Walls
Hanson2016_329,Aqueduct
Hanson2016_329,Basilica
Hanson2016_329,Baths
Hanson2016_329,Baths
Hanson2016_329,Curia?
Hanson2016_329,Forum
Hanson2016_329,Fountain
Hanson2016_329,Macellum
Hanson2016_329,Nymphaeum
Hanson2016_329,Tabularium?
Hanson2016_329,Temple of Isis
Hanson2016_329,Temple of Juno
Hanson2016_329,Temple of Jupiter ('capitolium')
Hanson2016_329,Temple of Minerva
Hanson2016_329,Theatre
Hanson2016_329,Urban grid
Hanson2016_329,Walls
Hanson2016_331,Theatre
Hanson2016_333,Amphitheatre
Hanson2016_333,Circus
Hanson2016_333,Temple
Hanson2016_333,Walls
Hanson2016_334,Acropolis
Hanson2016_334,Amphitheatre
Hanson2016_334,Baths
Hanson2016_334,Forum?
Hanson2016_334,Temple ('capitolium')
Hanson2016_334,Temple?
Hanson2016_334,Theatre
Hanson2016_334,Walls
Hanson2016_335,Theatre
Hanson2016_336,Amphitheatre
Hanson2016_336,Aqueduct
Hanson2016_336,Aqueduct
Hanson2016_336,Aqueduct
Hanson2016_336,Arch
Hanson2016_336,Baths
Hanson2016_336,Baths
Hanson2016_336,Baths
Hanson2016_336,Bridge
Hanson2016_336,Circus (New)
Hanson2016_336,Circus (Old)
Hanson2016_336,Comitium
Hanson2016_336,Forum (New)
Hanson2016_336,Forum (Old)
Hanson2016_336,Library?
Hanson2016_336,Macellum
Hanson2016_336,Temple
Hanson2016_336,Temple of Magna Mater
Hanson2016_336,Temple of the imperial cult
Hanson2016_336,Theatre
Hanson2016_336,Urban grid
Hanson2016_336,Urban grid
Hanson2016_337,Aqueduct
Hanson2016_337,Bridge
Hanson2016_337,Circus?
Hanson2016_337,Harbour
Hanson2016_337,Temple of Astarte / Hera
Hanson2016_337,Temple of Hercules
Hanson2016_337,Temple of Moloch
Hanson2016_337,Temple of Saturn
Hanson2016_337,Theatre
Hanson2016_337,Walls
Hanson2016_339,Amphitheatre
Hanson2016_339,Circus?
Hanson2016_339,Forum?
Hanson2016_339,Temple ('capitolium')
Hanson2016_339,Theatre
Hanson2016_339,Urban grid?
Hanson2016_339,Walls
Hanson2016_340,Forum
Hanson2016_340,Walls
Hanson2016_342,Temple ('capitolium')?
Hanson2016_343,Baths
Hanson2016_343,Forum
Hanson2016_343,Fountain
Hanson2016_343,Urban grid
Hanson2016_346,Theatre
Hanson2016_347,Amphitheatre
Hanson2016_347,Aqueduct
Hanson2016_347,Basilica
Hanson2016_347,Baths (of the Moorish Queen)
Hanson2016_347,Baths (of the Palace)
Hanson2016_347,Circus?
Hanson2016_347,Forum
Hanson2016_347,Temple ('capitolium')
Hanson2016_347,Temple of Trajan
Hanson2016_347,Theatre
Hanson2016_347,Urban grid
Hanson2016_347,Urban grid
Hanson2016_347,Walls
Hanson2016_347,Walls
Hanson2016_350,Theatre
Hanson2016_351,Theatre
Hanson2016_352,Acropolis
Hanson2016_352,Baths
Hanson2016_352,Forum
Hanson2016_352,Sanctuary
Hanson2016_352,Temple
Hanson2016_352,Unidentified public building
Hanson2016_352,Walls
Hanson2016_357,Theatre
Hanson2016_358,Theatre
Hanson2016_363,Aqueduct
Hanson2016_365,Aqueduct
Hanson2016_365,Circus?
Hanson2016_365,Forum
Hanson2016_365,Theatre
Hanson2016_365,Urban grid
Hanson2016_367,Theatre
Hanson2016_368,Amphitheatre
Hanson2016_368,Bridge
Hanson2016_373,Amphitheatre?
Hanson2016_373,Forum
Hanson2016_373,Temple ('capitolium')
Hanson2016_373,Theatre
Hanson2016_373,Walls
Hanson2016_374,Acropolis
Hanson2016_374,Agora
Hanson2016_374,Harbour
Hanson2016_374,Odeum
Hanson2016_374,Temple
Hanson2016_374,Theatre
Hanson2016_374,Urban grid
Hanson2016_374,Walls
Hanson2016_375,Acropolis
Hanson2016_375,Temple
Hanson2016_375,Walls
Hanson2016_376,Theatre
Hanson2016_377,Agora?
Hanson2016_377,Sanctuary of Apollo
Hanson2016_377,Temple of Zeus Urios
Hanson2016_377,Urban grid?
Hanson2016_377,Walls
Hanson2016_378,Agora
Hanson2016_378,Aqueduct
Hanson2016_378,Gymnasium
Hanson2016_378,Market
Hanson2016_378,Temple of Apollo
Hanson2016_378,Temple of Asclepius
Hanson2016_378,Temple of Caesar and Rome
Hanson2016_378,Temple of Dionysus
Hanson2016_378,Temple of Tyche
Hanson2016_378,Theatre
Hanson2016_378,Urban grid
Hanson2016_378,Walls
Hanson2016_378,Walls
Hanson2016_379,Aqueduct
Hanson2016_379,Aqueduct
Hanson2016_379,Aqueduct?
Hanson2016_379,Colonnaded streets
Hanson2016_379,Forum
Hanson2016_379,Hippodrome
Hanson2016_379,Nymphaeum
Hanson2016_379,Temple of Caesar and Rome
Hanson2016_379,Temple of Commodus
Hanson2016_379,Temple of Demeter
Hanson2016_379,Temple of Isis
Hanson2016_379,Theatre
Hanson2016_379,Walls
Hanson2016_379,Walls
Hanson2016_380,Acropolis
Hanson2016_380,Agora?
Hanson2016_380,Aqueduct
Hanson2016_380,Baths
Hanson2016_380,Bridge
Hanson2016_380,Colonnaded streets
Hanson2016_380,Theatre
Hanson2016_380,Urban grid?
Hanson2016_380,Walls
Hanson2016_381,Agora
Hanson2016_381,Aqueduct
Hanson2016_381,Gymnasium
Hanson2016_381,Temple
Hanson2016_381,Walls
Hanson2016_382,Acropolis
Hanson2016_382,Aqueduct
Hanson2016_382,Theatre
Hanson2016_382,Walls
Hanson2016_383,Baths
Hanson2016_383,Sanctuary of Sulis Minerva
Hanson2016_383,Theatre?
Hanson2016_383,Walls
Hanson2016_383,Walls
Hanson2016_384,Baths
Hanson2016_384,Temple
Hanson2016_384,Walls
Hanson2016_385,Amphitheatre
Hanson2016_385,Aqueduct?
Hanson2016_385,Baths
Hanson2016_385,Fort?
Hanson2016_385,Forum-basilica
Hanson2016_385,Ramparts (First)
Hanson2016_385,Ramparts (Roman)
Hanson2016_385,Ramparts (Second)
Hanson2016_385,Temple
Hanson2016_385,Temple
Hanson2016_385,Temple
Hanson2016_385,Temple
Hanson2016_385,Temple
Hanson2016_385,Urban grid
Hanson2016_385,Walls
Hanson2016_385,Walls
Hanson2016_386,Amphitheatre
Hanson2016_386,Circus
Hanson2016_386,Curia
Hanson2016_386,Fort
Hanson2016_386,Forum-basilica
Hanson2016_386,Temple of Claudius
Hanson2016_386,Theatre
Hanson2016_386,Unidentified public building
Hanson2016_386,Urban grid
Hanson2016_386,Walls
Hanson2016_386,Walls
Hanson2016_387,Amphitheatre
Hanson2016_387,Aqueduct
Hanson2016_387,Baths
Hanson2016_387,Fort
Hanson2016_387,Forum-basilica
Hanson2016_387,Macellum?
Hanson2016_387,Temple
Hanson2016_387,Temple
Hanson2016_387,Theatre
Hanson2016_387,Urban grid
Hanson2016_387,Walls
Hanson2016_387,Walls
Hanson2016_388,Baths
Hanson2016_388,Fort
Hanson2016_388,Fort
Hanson2016_388,Fort
Hanson2016_388,Forum
Hanson2016_388,Temple
Hanson2016_388,Temple of Apollo Maponus?
Hanson2016_388,Temple of Jupiter Dolicherus
Hanson2016_388,Walls
Hanson2016_388,Walls
Hanson2016_389,Amphitheatre
Hanson2016_389,Aqueduct
Hanson2016_389,Baths
Hanson2016_389,Baths
Hanson2016_389,Fort?
Hanson2016_389,Forum-basilica
Hanson2016_389,Urban grid
Hanson2016_389,Walls
Hanson2016_389,Walls
Hanson2016_390,Forum?
Hanson2016_390,Market?
Hanson2016_390,Walls
Hanson2016_391,Baths?
Hanson2016_391,Forum?
Hanson2016_391,Walls
Hanson2016_391,Walls
Hanson2016_392,Baths
Hanson2016_392,Baths
Hanson2016_392,Fort
Hanson2016_392,Forum-basilica
Hanson2016_392,Temple
Hanson2016_392,Theatre
Hanson2016_392,Theatre
Hanson2016_392,Urban grid
Hanson2016_392,Walls
Hanson2016_393,Amphitheatre
Hanson2016_393,Aqueduct
Hanson2016_393,Baths
Hanson2016_393,Fort
Hanson2016_393,Forum-basilica
Hanson2016_393,Market
Hanson2016_393,Temple
Hanson2016_393,Temple
Hanson2016_393,Walls
Hanson2016_393,Walls
Hanson2016_394,Aqueduct
Hanson2016_394,Baths
Hanson2016_394,Fort
Hanson2016_394,Fort
Hanson2016_394,Forum-basilica
Hanson2016_394,Temple
Hanson2016_394,Temple
Hanson2016_394,Walls
Hanson2016_395,Aqueduct?
Hanson2016_395,Basilica
Hanson2016_395,Baths
Hanson2016_395,Baths
Hanson2016_395,Fort
Hanson2016_395,Fort
Hanson2016_395,Forum
Hanson2016_395,Urban grid
Hanson2016_395,Walls
Hanson2016_395,Walls
Hanson2016_396,Amphitheatre
Hanson2016_396,Baths
Hanson2016_396,Fort
Hanson2016_396,Forum
Hanson2016_396,Urban grid?
Hanson2016_396,Walls
Hanson2016_396,Walls
Hanson2016_397,Fort
Hanson2016_397,Walls
Hanson2016_397,Walls
Hanson2016_398,Aqueduct
Hanson2016_398,Arch?
Hanson2016_398,Baths (Lower town)
Hanson2016_398,Baths (Upper town)
Hanson2016_398,Fort
Hanson2016_398,Forum
Hanson2016_398,Forum-basilica
Hanson2016_398,Fountain?
Hanson2016_398,Temple
Hanson2016_398,Urban grid
Hanson2016_398,Walls
Hanson2016_399,Amphitheatre
Hanson2016_399,Aqueduct
Hanson2016_399,Arch
Hanson2016_399,Baths
Hanson2016_399,Baths
Hanson2016_399,Bridge?
Hanson2016_399,Fort?
Hanson2016_399,Forum-basilica
Hanson2016_399,Market?
Hanson2016_399,Mithraeum
Hanson2016_399,Temple
Hanson2016_399,Temple
Hanson2016_399,Temple of Isis
Hanson2016_399,Temple of Jupiter Optimus Maximus
Hanson2016_399,Urban grid
Hanson2016_399,Walls
Hanson2016_400,Fort
Hanson2016_400,Temple
Hanson2016_400,Walls
Hanson2016_400,Walls
Hanson2016_401,Amphitheatre
Hanson2016_401,Basilica?
Hanson2016_401,Baths
Hanson2016_401,Fort
Hanson2016_401,Forum?
Hanson2016_401,Temple?
Hanson2016_401,Urban grid
Hanson2016_401,Walls
Hanson2016_401,Walls
Hanson2016_402,Amphitheatre
Hanson2016_402,Baths
Hanson2016_402,Fort
Hanson2016_402,Forum-basilica
Hanson2016_402,Temple of Neptune and Minerva
Hanson2016_402,Temple?
Hanson2016_402,Urban grid
Hanson2016_402,Walls
Hanson2016_402,Walls
Hanson2016_403,Fort
Hanson2016_403,Theatre
Hanson2016_403,Walls
Hanson2016_403,Walls
Hanson2016_404,Amphitheatre?
Hanson2016_404,Aqueduct
Hanson2016_404,Basilica
Hanson2016_404,Baths
Hanson2016_404,Fort
Hanson2016_404,Forum
Hanson2016_404,Macellum
Hanson2016_404,Palaestra
Hanson2016_404,Temple
Hanson2016_404,Temple
Hanson2016_404,Urban grid
Hanson2016_404,Walls
Hanson2016_405,Fort
Hanson2016_405,Forum-basilica
Hanson2016_405,Temple
Hanson2016_405,Temple
Hanson2016_405,Urban grid
Hanson2016_405,Walls
Hanson2016_405,Walls
Hanson2016_406,Aqueduct
Hanson2016_406,Basilica
Hanson2016_406,Baths
Hanson2016_406,Baths
Hanson2016_406,Curia
Hanson2016_406,Forum
Hanson2016_406,Forum
Hanson2016_406,Temple
Hanson2016_406,Temple
Hanson2016_406,Temple
Hanson2016_406,Urban grid?
