urban_context_city,n,mean_date_range,mean_date_range_bca_lo,mean_date_range_bca_hi,mean_date_range_pct_lo,mean_date_range_pct_hi,median_date_range,median_date_range_bca_lo,median_date_range_bca_hi,median_date_range_pct_lo,median_date_range_pct_hi,latitude_null_rate,longitude_null_rate,not_before_null_rate,not_after_null_rate
Sirmium,279,126.00358422939068,115.02535603744789,137.45901955011738,,,100.0,,,,,0.0,0.0,0.0,0.0
Venafrum,274,88.62408759124088,82.52318372066043,95.75761848411616,,,100.0,,,,,0.0,0.0,0.0,0.0
Beneventum,272,74.38970588235294,68.83344451607408,80.61308379583986,,,70.0,,,,,0.0,0.0,0.0,0.0
Amiternum,270,80.21111111111111,74.9720296720757,86.30328950928453,,,70.0,,,,,0.0,0.0,0.0,0.0
Tibur,267,61.835205992509366,55.6530449901148,68.6531595809312,,,50.0,,,,,0.0,0.0,0.0,0.0
Altinum,266,69.30827067669173,64.62500044330149,74.96574556389355,,,50.0,,,,,0.0,0.0,0.0,0.0
Tarracina,259,87.7992277992278,82.25785667011556,93.34324149328224,,,100.0,,,,,0.0,0.0,0.0,0.0
Concordia,258,73.31395348837209,68.56589147286822,78.82558139534883,,,60.0,,,,,0.0,0.0,0.0,0.0
Vindonissa,258,76.63565891472868,69.21592943001372,85.5292454079819,,,72.0,,,,,0.0,0.0,0.0,0.0
Comum,255,131.93725490196078,124.4525151429327,139.606095121365,,,100.0,,,,,0.0,0.0,0.0,0.0
Novae (Moesia Inferior),251,99.84860557768924,90.41080156036176,110.57310174151294,,,100.0,,,,,0.0,0.0,0.0,0.0
