province,urban_context_city,n,mean_date_range,mean_date_range_bca_lo,mean_date_range_bca_hi,mean_date_range_pct_lo,mean_date_range_pct_hi,median_date_range,median_date_range_bca_lo,median_date_range_bca_hi,median_date_range_pct_lo,median_date_range_pct_hi,latitude_null_rate,longitude_null_rate,not_before_null_rate,not_after_null_rate
Moesia superior,,498,115.92771084337349,108.22191282845911,124.30021062857901,,,100.0,,,,,0.0,0.0,0.0,0.0
Belgica,,484,110.11363636363636,102.1720870246585,118.59810039574798,,,100.0,,,,,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Brundisium,456,70.31359649122807,67.65824124022438,73.16312027575331,,,60.0,,,,,0.0,0.0,0.0,0.0
Africa proconsularis,Ammaedara,451,126.0,120.34743674392482,130.9676594343909,,,100.0,,,,,0.0,0.0,0.0,0.0
Belgica,Colonia Augusta Treverorum,447,175.72259507829978,167.77786859562192,183.75020885286006,,,200.0,,,,,0.0,0.0,0.0,0.0
Pannonia superior,Brigetio,442,121.93891402714932,113.94940195577442,130.26884217526202,,,100.0,,,,,0.0,0.0,0.0,0.0
Africa proconsularis,Carthago,441,91.22448979591837,86.63735233481053,96.30539162752422,,,100.0,,,,,0.0,0.0,0.0,0.0
Africa proconsularis,Lepcis Magna,425,70.78823529411764,62.279114347088004,87.96344139855321,,,40.0,24.0,50.0,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Neapolis (Italia (I Latium and Campania)),403,114.31265508684864,107.69830613221049,121.0801593700267,,,100.0,,,,,0.0,0.0,0.0,0.0
Sardinia,Caralis,395,100.68354430379746,95.24194374288649,106.63224696415126,,,100.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Aricia,394,70.6015228426396,64.9147161231887,76.35231102969885,,,50.0,,,,,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Venusia,382,94.53926701570681,89.88625099068241,99.16539752434508,,,100.0,,,,,0.0,0.0,0.0,0.0
Germania superior,Aventicum,380,110.65263157894736,102.60153364397206,119.07105263157895,,,98.0,80.0,100.0,,,0.0,0.0,0.0,0.0
Numidia,Lambaesis,378,32.08994708994709,27.498300810694886,37.65367922675703,,,2.0,,,,,0.0,0.0,0.0,0.0
Pannonia superior,Poetovio,377,134.84350132625994,124.67318207299944,146.15911335790437,,,100.0,,,,,0.0,0.0,0.0,0.0
Hispania citerior,Saguntum,372,101.39516129032258,96.85768361018697,106.21101688928277,,,100.0,,,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Verona,368,77.0,72.84966681460212,81.67444117522423,,,61.0,,,,,0.0,0.0,0.0,0.0
Noricum,Celeia,363,129.09641873278238,119.4028300518247,139.87443485601977,,,100.0,,,,,0.0,0.0,0.0,0.0
Syria,,359,29.233983286908078,24.833716384350826,34.76803750956821,,,22.0,,,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Patavium,351,82.76068376068376,78.55607241488809,87.52882284126244,,,100.0,,,,,0.0,0.0,0.0,0.0
Asia,,347,41.05187319884726,33.9203752752224,50.39166881847771,,,10.0,,,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Tergestum,346,81.24277456647398,76.19303206483966,86.86467065321015,,,100.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Praeneste,345,88.66376811594203,82.82332741674657,94.17253072461023,,,100.0,,,,,0.0,0.0,0.0,0.0
Aquitani(c)a,Burdigala,333,114.69969969969969,104.4727281942446,125.18635742024445,,,100.0,,,,,0.0,0.0,0.0,0.0
Etruria / Regio VII,Clusium,331,82.05135951661632,77.98480189321015,87.01761720225036,,,90.0,,,,,0.0,0.0,0.0,0.0
Umbria / Regio VI,Asisium,331,87.2296072507553,81.6741975236722,92.51512118061166,,,100.0,,,,,0.0,0.0,0.0,0.0
Mauretania Caesariensis,,319,24.213166144200628,18.958138745486316,31.361476287300878,,,1.0,,,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Alba Fucentia,317,80.26813880126183,75.94840630937617,84.53822669627255,,,100.0,,,,,0.0,0.0,0.0,0.0
Alpes Cottiae,,316,284.0348101265823,271.3590152550876,295.60900754771603,,,355.0,,,,,0.0,0.0,0.0,0.0
Africa proconsularis,Thugga,307,73.33550488599349,67.45602605863192,79.47905928278988,,,50.0,,,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Corfinium,306,85.49673202614379,80.52457544231245,91.33660130718954,,,100.0,,,,,0.0,0.0,0.0,0.0
Moesia superior,Viminacium (1),303,117.67986798679868,109.62048546157946,125.00990099009901,,,130.0,,,,,0.0,0.0,0.0,0.0
Aquitani(c)a,,301,125.1827242524917,113.35548172757476,139.29900332225913,,,100.0,,,,,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Aeclanum,301,101.65448504983388,95.55401420595109,108.35814894229111,,,100.0,,,,,0.0,0.0,0.0,0.0
Belgica | Germania superior,Andematunum,295,178.71864406779662,168.59094722248685,189.9560614179788,,,200.0,,,,,0.0,0.0,0.0,0.0
Hispania citerior,Clunia,291,179.89690721649484,169.2632363742306,191.34077417023718,,,100.0,,,,,0.0,0.0,0.0,0.0
Africa proconsularis,Theveste,286,118.37062937062937,109.23540942035258,127.16049722202564,,,100.0,,,,,0.0,0.0,0.0,0.0
Dalmatia,Narona,284,139.5211267605634,128.9180427427978,151.9875645677949,,,129.0,100.0,150.0,,,0.0,0.0,0.0,0.0
Macedonia,Philippi,278,204.9388489208633,192.265632211183,217.42479898486698,,,300.0,,,,,0.0,0.0,0.0,0.0
Pannonia inferior,Sirmium,276,125.56159420289855,114.73983014551173,137.15942028985506,,,100.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Venafrum,274,88.62408759124088,82.51653174662943,95.38121898419726,,,100.0,,,,,0.0,0.0,0.0,0.0
Apulia et Calabria / Regio II,Beneventum,272,74.38970588235294,68.63659363891809,80.33600552896652,,,70.0,,,,,0.0,0.0,0.0,0.0
Samnium / Regio IV,Amiternum,270,80.21111111111111,74.83379103448907,86.08230807694656,,,70.0,,,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Altinum,264,69.45454545454545,64.63960220359357,75.43378457747009,,,50.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Tibur,263,61.90494296577947,55.80479740084907,69.02976415717495,,,50.0,,,,,0.0,0.0,0.0,0.0
Liguria / Regio IX,,259,86.47490347490347,80.16149951781324,93.16371903153127,,,100.0,,,,,0.0,0.0,0.0,0.0
Bruttium et Lucania / Regio III,,259,94.37451737451738,88.11991485676401,100.77750069165205,,,100.0,,,,,0.0,0.0,0.0,0.0
Macedonia,,258,157.52325581395348,144.9942420771994,170.4793056621207,,,150.0,,,,,0.0,0.0,0.0,0.0
Venetia et Histria / Regio X,Concordia,258,73.31395348837209,68.52212741726305,79.27815635190291,,,60.0,,,,,0.0,0.0,0.0,0.0
Latium et Campania / Regio I,Tarracina,258,88.04263565891473,82.61520017325013,93.57437263219865,,,100.0,,,,,0.0,0.0,0.0,0.0
Transpadana / Regio XI,Comum,255,131.93725490196078,124.25323597061134,139.7455256747749,,,100.0,,,,,0.0,0.0,0.0,0.0
Lugudunensis,,252,113.36111111111111,103.83673834441899,122.51368408108029,,,100.0,,,,,0.0,0.0,0.0,0.0
Moesia inferior,Novae (Moesia Inferior),251,99.84860557768924,90.47573812133476,110.43954514699706,,,100.0,,,,,0.0,0.0,0.0,0.0
